ticker,company_name,sector,esg_etf,standard_etf,in_esg_only,in_standard_only,in_on_index_only,esg_tilt,esg_uw_ow,esg_tilt_z_score,esg_tilt_rank,esg_tilt_percentile,esg_tilt_quantile_5
SO,SOUTHERN,Utilities,0,0.239712434,FALSE,TRUE,TRUE,-0.239712434,Underweight,1.889182306,528,0.983208955,5
MO,ALTRIA GROUP INC,Consumer Staples,0,0.241148661,FALSE,TRUE,TRUE,-0.241148661,Underweight,1.900501264,529,0.985074627,5
MCD,MCDONALDS CORP,Consumer Discretionary,0.263215166,0.562961646,FALSE,FALSE,FALSE,-0.29974648,Underweight,2.362312782,530,0.986940299,5
LMT,LOCKHEED MARTIN CORP,Industrials,0,0.302302883,FALSE,TRUE,TRUE,-0.302302883,Underweight,2.382459882,531,0.98880597,5
ABT,ABBOTT LABORATORIES,Health Care,0.224160989,0.561931698,FALSE,FALSE,FALSE,-0.33777071,Underweight,2.6619831,532,0.990671642,5
MDT,MEDTRONIC PLC,Health Care,0,0.355810715,FALSE,TRUE,TRUE,-0.355810715,Underweight,2.804157033,533,0.992537313,5
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,0,0.426732333,FALSE,TRUE,TRUE,-0.426732333,Underweight,3.363092849,534,0.994402985,5
JNJ,JOHNSON & JOHNSON,Health Care,0.983397334,1.42433992,FALSE,FALSE,FALSE,-0.440942586,Underweight,3.475084366,535,0.996268657,5
WMT,WALMART INC,Consumer Staples,0,0.613089193,FALSE,TRUE,TRUE,-0.613089193,Underweight,4.83177796,536,0.998134328,5
BRK-B,BERKSHIRE HATHAWAY INC,Financials,0.466945397,1.598185817,FALSE,FALSE,FALSE,-1.13124042,Underweight,8.915346402,537,1,5
