ticker,company_name,sector,esg_etf,standard_etf,in_esg_only,in_standard_only,in_on_index_only,esg_tilt,esg_uw_ow,esg_tilt_z_score,esg_tilt_rank,esg_tilt_percentile,esg_tilt_quantile_5
PRU,PRUDENTIAL FINANCIAL INC,Financials,0.536680252,0.105743131,FALSE,FALSE,FALSE,0.430937121,Overweight,-3.396230934,1,0,1
GIS,GENERAL MILLS INC,Consumer Staples,0.552218037,0.151343703,FALSE,FALSE,FALSE,0.400874334,Overweight,-3.15930503,2,0.001865672,1
K,KELLOGG,Consumer Staples,0.453427942,0.059207325,FALSE,FALSE,FALSE,0.394220617,Overweight,-3.106866847,3,0.003731343,1
ADP,AUTOMATIC DATA PROCESSING INC,Information Technology,0.648683622,0.31168123,FALSE,FALSE,FALSE,0.337002393,Overweight,-2.655927966,4,0.005597015,1
ECL,ECOLAB INC,Materials,0.440702504,0.118450765,FALSE,FALSE,FALSE,0.322251739,Overweight,-2.539677539,5,0.007462687,1
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,0.416066757,0.112429619,FALSE,FALSE,FALSE,0.303637137,Overweight,-2.39297519,6,0.009328358,1
ES,EVERSOURCE ENERGY,Utilities,0.392109202,0.089644847,FALSE,FALSE,FALSE,0.302464354,Overweight,-2.383732447,7,0.01119403,1
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.37639656,0.092859075,FALSE,FALSE,FALSE,0.283537485,Overweight,-2.234569112,8,0.013059701,1
RTX,RAYTHEON TECHNOLOGIES CORP,Industrials,0.677414787,0.400825693,FALSE,FALSE,FALSE,0.276589093,Overweight,-2.179808585,9,0.014925373,1
LNG,CHENIERE ENERGY INC,Energy,0.273656704,0,TRUE,FALSE,TRUE,0.273656704,Overweight,-2.156698322,10,0.016791045,1
RF,REGIONS FINANCIAL CORP,Financials,0.334493726,0.062194516,FALSE,FALSE,FALSE,0.272299209,Overweight,-2.145999853,11,0.018656716,1
ZTS,ZOETIS INC,Health Care,0.499157257,0.23010427,FALSE,FALSE,FALSE,0.269052987,Overweight,-2.120416258,12,0.020522388,1
PEP,PEPSICO INC,Consumer Staples,1.014083766,0.74719321,FALSE,FALSE,FALSE,0.266890556,Overweight,-2.103374062,13,0.02238806,1
TT,TRANE TECHNOLOGIES PLC,Industrials,0.372537466,0.111276521,FALSE,FALSE,FALSE,0.261260945,Overweight,-2.059006896,14,0.024253731,1
TXN,TEXAS INSTRUMENT INC,Information Technology,0.727635917,0.468997368,FALSE,FALSE,FALSE,0.258638549,Overweight,-2.038339698,15,0.026119403,1
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,0.305607651,0.047700243,FALSE,FALSE,FALSE,0.257907408,Overweight,-2.032577554,16,0.027985075,1
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,0.281687144,0.029806353,FALSE,FALSE,FALSE,0.251880791,Overweight,-1.985081567,17,0.029850746,1
GWW,WW GRAINGER INC,Industrials,0.32353969,0.073798306,FALSE,FALSE,FALSE,0.249741384,Overweight,-1.968220823,18,0.031716418,1
WELL,WELLTOWER,Real Estate,0.346634514,0.099308263,FALSE,FALSE,FALSE,0.247326251,Overweight,-1.949187074,19,0.03358209,1
HAS,HASBRO INC,Consumer Discretionary,0.268390521,0.028947994,FALSE,FALSE,FALSE,0.239442527,Overweight,-1.887055164,20,0.035447761,1
ED,CONSOLIDATED EDISON INC,Utilities,0.328082831,0.100797526,FALSE,FALSE,FALSE,0.227285305,Overweight,-1.791243656,21,0.037313433,1
HES,HESS CORP,Energy,0.326589078,0.101194799,FALSE,FALSE,FALSE,0.225394279,Overweight,-1.776340409,22,0.039179104,1
A,AGILENT TECHNOLOGIES INC,Health Care,0.345767727,0.120403955,FALSE,FALSE,FALSE,0.225363772,Overweight,-1.776099984,23,0.041044776,1
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,0.345942386,0.13162261,FALSE,FALSE,FALSE,0.214319776,Overweight,-1.689061858,24,0.042910448,1
XYL,XYLEM INC,Industrials,0.265740314,0.052077853,FALSE,FALSE,FALSE,0.213662461,Overweight,-1.683881533,25,0.044776119,1
GILD,GILEAD SCIENCES INC,Health Care,0.468500471,0.256413839,FALSE,FALSE,FALSE,0.212086632,Overweight,-1.671462367,26,0.046641791,1
BLK,BLACKROCK INC,Financials,0.48459904,0.275138819,FALSE,FALSE,FALSE,0.209460221,Overweight,-1.650763531,27,0.048507463,1
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,0.251406355,0.051609298,FALSE,FALSE,FALSE,0.199797057,Overweight,-1.574607786,28,0.050373134,1
MMM,3M,Industrials,0.40228911,0.202922363,FALSE,FALSE,FALSE,0.199366748,Overweight,-1.571216504,29,0.052238806,1
BG,BUNGE LTD,Consumer Staples,0.198611155,0,TRUE,FALSE,TRUE,0.198611155,Overweight,-1.565261649,30,0.054104478,1
STE,STERIS,Health Care,0.245952462,0.054711339,FALSE,FALSE,FALSE,0.191241124,Overweight,-1.507178169,31,0.055970149,1
KO,COCA-COLA,Consumer Staples,0.910922163,0.723072219,FALSE,FALSE,FALSE,0.187849944,Overweight,-1.480452158,32,0.057835821,1
MTN,VAIL RESORTS INC,Consumer Discretionary,0.172580897,0,TRUE,FALSE,TRUE,0.172580897,Overweight,-1.360116251,33,0.059701493,1
CBRE,CBRE GROUP INC,Real Estate,0.244370434,0.071902188,FALSE,FALSE,FALSE,0.172468246,Overweight,-1.359228442,34,0.061567164,1
VTR,VENTAS REIT INC,Real Estate,0.224580076,0.053177729,FALSE,FALSE,FALSE,0.171402347,Overweight,-1.350828058,35,0.063432836,1
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,0.280149977,0.110239228,FALSE,FALSE,FALSE,0.16991075,Overweight,-1.339072723,36,0.065298507,1
UBER,UBER TECHNOLOGIES INC,Industrials,0.169900588,0,TRUE,FALSE,TRUE,0.169900588,Overweight,-1.338992641,37,0.067164179,1
AMCR,AMCOR PLC,Materials,0.221705609,0.053807193,FALSE,FALSE,FALSE,0.167898416,Overweight,-1.323213453,38,0.069029851,1
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,0.219388747,0.060679295,FALSE,FALSE,FALSE,0.158709452,Overweight,-1.250794895,39,0.070895522,1
MS,MORGAN STANLEY,Financials,0.509037657,0.350874403,FALSE,FALSE,FALSE,0.158163254,Overweight,-1.246490289,40,0.072761194,1
HBAN,HUNTINGTON BANCSHARES INC,Financials,0.219076876,0.062825704,FALSE,FALSE,FALSE,0.156251172,Overweight,-1.231421104,41,0.074626866,1
CB,CHUBB LTD,Financials,0.405859526,0.251904364,FALSE,FALSE,FALSE,0.153955162,Overweight,-1.213326164,42,0.076492537,1
LKQ,LKQ CORP,Consumer Discretionary,0.19356161,0.040582704,FALSE,FALSE,FALSE,0.152978906,Overweight,-1.205632253,43,0.078358209,1
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,0.354671495,0.20317719,FALSE,FALSE,FALSE,0.151494305,Overweight,-1.193932061,44,0.080223881,1
PODD,INSULET CORP,Health Care,0.149110802,0,TRUE,FALSE,TRUE,0.149110802,Overweight,-1.175147588,45,0.082089552,1
MCO,MOODYS CORP,Financials,0.275161925,0.127833367,FALSE,FALSE,FALSE,0.147328557,Overweight,-1.161101655,46,0.083955224,1
TRV,TRAVELERS COMPANIES INC,Financials,0.267357318,0.120114905,FALSE,FALSE,FALSE,0.147242413,Overweight,-1.16042275,47,0.085820896,1
ADBE,ADOBE INC,Information Technology,0.573377788,0.427112802,FALSE,FALSE,FALSE,0.146264986,Overweight,-1.152719614,48,0.087686567,1
MELI,MERCADOLIBRE INC,Consumer Discretionary,0.144572303,0,TRUE,FALSE,TRUE,0.144572303,Overweight,-1.139379519,49,0.089552239,1
EW,EDWARDS LIFESCIENCES CORP,Health Care,0.312248394,0.169876325,FALSE,FALSE,FALSE,0.142372069,Overweight,-1.122039394,50,0.09141791,1
SNOW,SNOWFLAKE,Information Technology,0.142141784,0,TRUE,FALSE,TRUE,0.142141784,Overweight,-1.12022451,51,0.093283582,1
BBY,BEST BUY INC,Consumer Discretionary,0.184142117,0.042423085,FALSE,FALSE,FALSE,0.141719033,Overweight,-1.116892791,52,0.095149254,1
PEAK,HEALTHPEAK PROPERTIES INC,Real Estate,0.182444637,0.040958419,FALSE,FALSE,FALSE,0.141486218,Overweight,-1.115057971,53,0.097014925,1
TRMB,TRIMBLE INC,Information Technology,0.184048071,0.04482004,FALSE,FALSE,FALSE,0.139228031,Overweight,-1.097261113,54,0.098880597,1
LOW,LOWES COMPANIES INC,Consumer Discretionary,0.535252032,0.398065641,FALSE,FALSE,FALSE,0.13718639,Overweight,-1.081170873,55,0.100746269,1
WAT,WATERS CORP,Health Care,0.189406872,0.053152167,FALSE,FALSE,FALSE,0.136254704,Overweight,-1.073828222,56,0.10261194,1
OKE,ONEOK INC,Energy,0.211355284,0.075796492,FALSE,FALSE,FALSE,0.135558792,Overweight,-1.068343707,57,0.104477612,1
KDP,KEURIG DR PEPPER INC,Consumer Staples,0.235776271,0.101407655,FALSE,FALSE,FALSE,0.134368616,Overweight,-1.058963891,58,0.106343284,1
VMW,VMWARE CLASS A INC,Information Technology,0.133811153,0,TRUE,FALSE,TRUE,0.133811153,Overweight,-1.054570506,59,0.108208955,1
MRVL,MARVELL TECHNOLOGY INC,Information Technology,0.12978004,0,TRUE,FALSE,TRUE,0.12978004,Overweight,-1.022801158,60,0.110074627,1
NDAQ,NASDAQ INC,Financials,0.190695515,0.063419675,FALSE,FALSE,FALSE,0.127275841,Overweight,-1.003065476,61,0.111940299,1
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,0.220810468,0.093803262,FALSE,FALSE,FALSE,0.127007206,Overweight,-1.000948357,62,0.11380597,1
MMC,MARSH & MCLENNAN INC,Financials,0.373017185,0.247053485,FALSE,FALSE,FALSE,0.1259637,Overweight,-0.992724447,63,0.115671642,1
EQIX,EQUINIX REIT INC,Real Estate,0.297405743,0.171644237,FALSE,FALSE,FALSE,0.125761505,Overweight,-0.991130943,64,0.117537313,1
AMT,AMERICAN TOWER REIT CORP,Real Estate,0.454530157,0.331499227,FALSE,FALSE,FALSE,0.12303093,Overweight,-0.969611184,65,0.119402985,1
HD,HOME DEPOT INC,Consumer Discretionary,1.063353694,0.940485332,FALSE,FALSE,FALSE,0.122868362,Overweight,-0.968329976,66,0.121268657,1
SRE,SEMPRA,Utilities,0.278238581,0.156070812,FALSE,FALSE,FALSE,0.12216777,Overweight,-0.962808582,67,0.123134328,1
NEE,NEXTERA ENERGY INC,Utilities,0.633059307,0.510895317,FALSE,FALSE,FALSE,0.12216399,Overweight,-0.962778792,68,0.125,1
HZNP,HORIZON THERAPEUTICS PUBLIC PLC,Health Care,0.121191483,0,TRUE,FALSE,TRUE,0.121191483,Overweight,-0.955114436,69,0.126865672,1
EXC,EXELON CORP,Utilities,0.243759409,0.123789174,FALSE,FALSE,FALSE,0.119970235,Overweight,-0.945489733,70,0.128731343,1
CCI,CROWN CASTLE INC,Real Estate,0.326237314,0.20758329,FALSE,FALSE,FALSE,0.118654025,Overweight,-0.935116633,71,0.130597015,1
ZEN,ZENDESK INC,Information Technology,0.117578573,0,TRUE,FALSE,TRUE,0.117578573,Overweight,-0.926640961,72,0.132462687,1
KMB,KIMBERLY CLARK CORP,Consumer Staples,0.24106173,0.125625502,FALSE,FALSE,FALSE,0.115436228,Overweight,-0.909757058,73,0.134328358,1
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,0.115160055,0,TRUE,FALSE,TRUE,0.115160055,Overweight,-0.90758053,74,0.13619403,1
BKI,BLACK KNIGHT INC,Information Technology,0.113824987,0,TRUE,FALSE,TRUE,0.113824987,Overweight,-0.897058815,75,0.138059701,1
ZI,ZOOMINFO TECHNOLOGIES INC,Communication,0.113561415,0,TRUE,FALSE,TRUE,0.113561415,Overweight,-0.894981589,76,0.139925373,1
PANW,PALO ALTO NETWORKS INC,Information Technology,0.113176299,0,TRUE,FALSE,TRUE,0.113176299,Overweight,-0.891946478,77,0.141791045,1
RIVN,RIVIAN AUTOMOTIVE INC,Consumer Discretionary,0.112986753,0,TRUE,FALSE,TRUE,0.112986753,Overweight,-0.890452663,78,0.143656716,1
KR,KROGER,Consumer Staples,0.20773714,0.09494093,FALSE,FALSE,FALSE,0.11279621,Overweight,-0.888950987,79,0.145522388,1
CARR,CARRIER GLOBAL CORP,Industrials,0.211413393,0.09957421,FALSE,FALSE,FALSE,0.111839183,Overweight,-0.881408622,80,0.14738806,1
WTRG,ESSENTIAL UTILITIES INC,Utilities,0.111770231,0,TRUE,FALSE,TRUE,0.111770231,Overweight,-0.88086521,81,0.149253731,1
UGI,UGI CORP,Utilities,0.11048392,0,TRUE,FALSE,TRUE,0.11048392,Overweight,-0.870727745,82,0.151119403,1
APTV,APTIV PLC,Consumer Discretionary,0.180870604,0.070671586,FALSE,FALSE,FALSE,0.110199019,Overweight,-0.868482425,83,0.152985075,1
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,0.257878113,0.149552234,FALSE,FALSE,FALSE,0.108325879,Overweight,-0.853720146,84,0.154850746,1
AXP,AMERICAN EXPRESS,Financials,0.37602495,0.268346,FALSE,FALSE,FALSE,0.10767895,Overweight,-0.848621672,85,0.156716418,1
TWLO,TWILIO INC,Information Technology,0.107544882,0,TRUE,FALSE,TRUE,0.107544882,Overweight,-0.847565077,86,0.15858209,1
WDAY,WORKDAY INC,Information Technology,0.107049753,0,TRUE,FALSE,TRUE,0.107049753,Overweight,-0.843662949,87,0.160447761,1
ANSS,ANSYS INC,Information Technology,0.16969861,0.063911362,FALSE,FALSE,FALSE,0.105787248,Overweight,-0.833713106,88,0.162313433,1
AMAT,APPLIED MATERIAL INC,Information Technology,0.341827994,0.236365545,FALSE,FALSE,FALSE,0.10546245,Overweight,-0.831153356,89,0.164179104,1
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,0.14377768,0.039376958,FALSE,FALSE,FALSE,0.104400722,Overweight,-0.82278584,90,0.166044776,1
OC,OWENS CORNING,Industrials,0.10348672,0,TRUE,FALSE,TRUE,0.10348672,Overweight,-0.815582556,91,0.167910448,1
GDDY,GODADDY INC,Information Technology,0.103396118,0,TRUE,FALSE,TRUE,0.103396118,Overweight,-0.814868518,92,0.169776119,1
IDXX,IDEXX LABORATORIES INC,Health Care,0.192929354,0.09029042,FALSE,FALSE,FALSE,0.102638934,Overweight,-0.808901124,93,0.171641791,1
STLD,STEEL DYNAMICS INC,Materials,0.102585853,0,TRUE,FALSE,TRUE,0.102585853,Overweight,-0.808482792,94,0.173507463,1
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,0.102536982,0,TRUE,FALSE,TRUE,0.102536982,Overweight,-0.808097644,95,0.175373134,1
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,0.250786803,0.148430684,FALSE,FALSE,FALSE,0.102356119,Overweight,-0.806672255,96,0.177238806,1
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,0.16180591,0.059480757,FALSE,FALSE,FALSE,0.102325153,Overweight,-0.806428209,97,0.179104478,1
CRWD,CROWDSTRIKE HOLDINGS INC,Information Technology,0.102314698,0,TRUE,FALSE,TRUE,0.102314698,Overweight,-0.806345811,98,0.180970149,1
TAP,MOLSON COORS BREWING,Consumer Staples,0.132148394,0.029899163,FALSE,FALSE,FALSE,0.102249231,Overweight,-0.805829863,99,0.182835821,1
BK,BANK OF NEW YORK MELLON CORP,Financials,0.195310858,0.093936273,FALSE,FALSE,FALSE,0.101374585,Overweight,-0.798936747,100,0.184701493,1
EQH,EQUITABLE HOLDINGS INC,Financials,0.099635851,0,TRUE,FALSE,TRUE,0.099635851,Overweight,-0.78523372,101,0.186567164,1
DFS,DISCOVER FINANCIAL SERVICES,Financials,0.18084627,0.082756686,FALSE,FALSE,FALSE,0.098089584,Overweight,-0.773047537,102,0.188432836,1
LEA,LEAR CORP,Consumer Discretionary,0.097515477,0,TRUE,FALSE,TRUE,0.097515477,Overweight,-0.768522981,103,0.190298507,1
TGT,TARGET CORP,Consumer Discretionary,0.32349107,0.228182028,FALSE,FALSE,FALSE,0.095309042,Overweight,-0.751133983,104,0.192164179,1
SGEN,SEAGEN INC,Health Care,0.094270805,0,TRUE,FALSE,TRUE,0.094270805,Overweight,-0.742951599,105,0.194029851,1
RHI,ROBERT HALF,Industrials,0.122620387,0.028349662,FALSE,FALSE,FALSE,0.094270725,Overweight,-0.742950971,106,0.195895522,1
NOW,SERVICENOW INC,Information Technology,0.346803327,0.252952396,FALSE,FALSE,FALSE,0.093850931,Overweight,-0.739642559,107,0.197761194,1
LRCX,LAM RESEARCH CORP,Information Technology,0.258955952,0.166048692,FALSE,FALSE,FALSE,0.09290726,Overweight,-0.732205455,108,0.199626866,1
PLUG,PLUG POWER INC,Industrials,0.092652309,0,TRUE,FALSE,TRUE,0.092652309,Overweight,-0.730196179,109,0.201492537,2
HUBS,HUBSPOT INC,Information Technology,0.090870185,0,TRUE,FALSE,TRUE,0.090870185,Overweight,-0.716151192,110,0.203358209,2
NXPI,NXP SEMICONDUCTORS NV,Information Technology,0.219908224,0.129099207,FALSE,FALSE,FALSE,0.090809017,Overweight,-0.715669123,111,0.205223881,2
BALL,BALL CORP,Materials,0.141402193,0.050823393,FALSE,FALSE,FALSE,0.0905788,Overweight,-0.713854774,112,0.207089552,2
DVA,DAVITA INC,Health Care,0.10502657,0.015830145,FALSE,FALSE,FALSE,0.089196425,Overweight,-0.702960228,113,0.208955224,2
SQ,BLOCK INC,Information Technology,0.087470856,0,TRUE,FALSE,TRUE,0.087470856,Overweight,-0.689360963,114,0.210820896,2
VZ,VERIZON COMMUNICATIONS INC,Communication,0.615494441,0.528819765,FALSE,FALSE,FALSE,0.086674675,Overweight,-0.683086232,115,0.212686567,2
CL,COLGATE-PALMOLIVE,Consumer Staples,0.280927251,0.194321895,FALSE,FALSE,FALSE,0.086605356,Overweight,-0.682539922,116,0.214552239,2
DGX,QUEST DIAGNOSTICS INC,Health Care,0.132441482,0.047275516,FALSE,FALSE,FALSE,0.085165966,Overweight,-0.671196041,117,0.21641791,2
RMD,RESMED INC,Health Care,0.18939398,0.105679278,FALSE,FALSE,FALSE,0.083714702,Overweight,-0.659758572,118,0.218283582,2
CABO,CABLE ONE INC,Communication,0.082970455,0,TRUE,FALSE,TRUE,0.082970455,Overweight,-0.65389314,119,0.220149254,2
VFC,VF CORP,Consumer Discretionary,0.114981215,0.032300239,FALSE,FALSE,FALSE,0.082680977,Overweight,-0.651611749,120,0.222014925,2
LDOS,LEIDOS HOLDINGS INC,Industrials,0.12125805,0.039540802,FALSE,FALSE,FALSE,0.081717248,Overweight,-0.644016571,121,0.223880597,2
SPLK,SPLUNK INC,Information Technology,0.081438692,0,TRUE,FALSE,TRUE,0.081438692,Overweight,-0.641821261,122,0.225746269,2
ETR,ENTERGY CORP,Utilities,0.148837922,0.067784722,FALSE,FALSE,FALSE,0.0810532,Overweight,-0.638783184,123,0.22761194,2
PPG,PPG INDUSTRIES INC,Materials,0.165956762,0.085932889,FALSE,FALSE,FALSE,0.080023874,Overweight,-0.630671024,124,0.229477612,2
BMY,BRISTOL MYERS SQUIBB,Health Care,0.582291842,0.503391539,FALSE,FALSE,FALSE,0.078900303,Overweight,-0.621816126,125,0.231343284,2
CMI,CUMMINS INC,Industrials,0.17386779,0.095110083,FALSE,FALSE,FALSE,0.078757707,Overweight,-0.620692322,126,0.233208955,2
SYF,SYNCHRONY FINANCIAL,Financials,0.123938851,0.045251851,FALSE,FALSE,FALSE,0.078687001,Overweight,-0.620135079,127,0.235074627,2
IEX,IDEX CORP,Industrials,0.126573478,0.049712099,FALSE,FALSE,FALSE,0.076861379,Overweight,-0.605747292,128,0.236940299,2
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,0.117928155,0.041079202,FALSE,FALSE,FALSE,0.076848954,Overweight,-0.605649365,129,0.23880597,2
HRL,HORMEL FOODS CORP,Consumer Staples,0.120316284,0.043820879,FALSE,FALSE,FALSE,0.076495406,Overweight,-0.602863042,130,0.240671642,2
PNR,PENTAIR,Industrials,0.097337591,0.021575859,FALSE,FALSE,FALSE,0.075761733,Overweight,-0.597080939,131,0.242537313,2
CAH,CARDINAL HEALTH INC,Health Care,0.135338047,0.059636631,FALSE,FALSE,FALSE,0.075701417,Overweight,-0.596605585,132,0.244402985,2
ABMD,ABIOMED INC,Health Care,0.112513423,0.037345444,FALSE,FALSE,FALSE,0.075167979,Overweight,-0.592401547,133,0.246268657,2
DOW,DOW INC,Materials,0.179804292,0.105123013,FALSE,FALSE,FALSE,0.074681279,Overweight,-0.588565846,134,0.248134328,2
APA,APA CORP,Energy,0.111861274,0.037199098,FALSE,FALSE,FALSE,0.074662177,Overweight,-0.588415297,135,0.25,2
BXP,BOSTON PROPERTIES REIT INC,Real Estate,0.109538746,0.035641883,FALSE,FALSE,FALSE,0.073896863,Overweight,-0.582383829,136,0.251865672,2
ALLE,ALLEGION PLC,Industrials,0.099645484,0.026047845,FALSE,FALSE,FALSE,0.073597639,Overweight,-0.580025639,137,0.253731343,2
BIIB,BIOGEN INC,Health Care,0.202570719,0.129102972,FALSE,FALSE,FALSE,0.073467747,Overweight,-0.579001952,138,0.255597015,2
EA,ELECTRONIC ARTS INC,Communication,0.175163269,0.101840818,FALSE,FALSE,FALSE,0.073322451,Overweight,-0.577856871,139,0.257462687,2
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,0.192618855,0.119328621,FALSE,FALSE,FALSE,0.073290234,Overweight,-0.577602966,140,0.259328358,2
AWK,AMERICAN WATER WORKS INC,Utilities,0.150006737,0.078193887,FALSE,FALSE,FALSE,0.071812849,Overweight,-0.565959647,141,0.26119403,2
FBHS,FORTUNE BRANDS HOME AND SECURITY I,Industrials,0.093926645,0.023216586,FALSE,FALSE,FALSE,0.070710059,Overweight,-0.557268518,142,0.263059701,2
OKTA,OKTA INC,Information Technology,0.069913722,0,TRUE,FALSE,TRUE,0.069913722,Overweight,-0.550992553,143,0.264925373,2
MDB,MONGODB INC,Information Technology,0.069671951,0,TRUE,FALSE,TRUE,0.069671951,Overweight,-0.549087146,144,0.266791045,2
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,0.101214123,0.03231047,FALSE,FALSE,FALSE,0.068903653,Overweight,-0.543032162,145,0.268656716,2
FIS,FIDELITY NATIONAL INFORMATION SERV,Information Technology,0.220889939,0.152666746,FALSE,FALSE,FALSE,0.068223192,Overweight,-0.537669431,146,0.270522388,2
PWR,QUANTA SERVICES INC,Industrials,0.127845146,0.060849448,FALSE,FALSE,FALSE,0.066995698,Overweight,-0.527995505,147,0.27238806,2
JPM,JPMORGAN CHASE & CO,Financials,1.082999253,1.016277571,FALSE,FALSE,FALSE,0.066721682,Overweight,-0.525835974,148,0.274253731,2
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,0.100363356,0.033737366,FALSE,FALSE,FALSE,0.066625991,Overweight,-0.525081827,149,0.276119403,2
PTC,PTC INC,Information Technology,0.103535768,0.037088054,FALSE,FALSE,FALSE,0.066447713,Overweight,-0.523676818,150,0.277985075,2
COP,CONOCOPHILLIPS,Energy,0.497734272,0.432047546,FALSE,FALSE,FALSE,0.065686726,Overweight,-0.517679446,151,0.279850746,2
MOS,MOSAIC,Materials,0.119762456,0.055600786,FALSE,FALSE,FALSE,0.06416167,Overweight,-0.505660428,152,0.281716418,2
CI,CIGNA CORP,Health Care,0.34475804,0.280754359,FALSE,FALSE,FALSE,0.064003681,Overweight,-0.504415313,153,0.28358209,2
TXT,TEXTRON INC,Industrials,0.104366616,0.040447607,FALSE,FALSE,FALSE,0.063919009,Overweight,-0.50374801,154,0.285447761,2
BF-B,BROWN FORMAN CORP,Consumer Staples,0.101937061,0.040006173,FALSE,FALSE,FALSE,0.061930888,Overweight,-0.488079555,155,0.287313433,2
URI,UNITED RENTALS INC,Industrials,0.124678093,0.062990967,FALSE,FALSE,FALSE,0.061687126,Overweight,-0.486158456,156,0.289179104,2
HOLX,HOLOGIC INC,Health Care,0.115252943,0.053789467,FALSE,FALSE,FALSE,0.061463476,Overweight,-0.484395864,157,0.291044776,2
NLOK,NORTONLIFELOCK INC,Information Technology,0.101190998,0.039732723,FALSE,FALSE,FALSE,0.061458276,Overweight,-0.484354878,158,0.292910448,2
NTRS,NORTHERN TRUST CORP,Financials,0.118673333,0.059227143,FALSE,FALSE,FALSE,0.05944619,Overweight,-0.468497558,159,0.294776119,2
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,0.081686216,0.022326311,FALSE,FALSE,FALSE,0.059359905,Overweight,-0.467817541,160,0.296641791,2
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,0.154150687,0.094980799,FALSE,FALSE,FALSE,0.059169888,Overweight,-0.466320015,161,0.298507463,2
POOL,POOL CORP,Consumer Discretionary,0.098942182,0.041781049,FALSE,FALSE,FALSE,0.057161133,Overweight,-0.45048894,162,0.300373134,2
DOV,DOVER CORP,Industrials,0.112180991,0.055204106,FALSE,FALSE,FALSE,0.056976884,Overweight,-0.449036872,163,0.302238806,2
ACN,ACCENTURE PLC,Information Technology,0.596195331,0.53973487,FALSE,FALSE,FALSE,0.056460461,Overweight,-0.444966924,164,0.304104478,2
BAC,BANK OF AMERICA CORP,Financials,0.756093498,0.700119598,FALSE,FALSE,FALSE,0.0559739,Overweight,-0.441132317,165,0.305970149,2
HON,HONEYWELL INTERNATIONAL INC,Industrials,0.428927317,0.373032282,FALSE,FALSE,FALSE,0.055895035,Overweight,-0.440510779,166,0.307835821,2
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.106020212,0.050141183,FALSE,FALSE,FALSE,0.055879029,Overweight,-0.440384633,167,0.309701493,2
INTC,INTEL CORPORATION CORP,Information Technology,0.405993529,0.35089761,FALSE,FALSE,FALSE,0.055095919,Overweight,-0.434212917,168,0.311567164,2
PARA,PARAMOUNT GLOBAL,Communication,0.086947306,0.032036015,FALSE,FALSE,FALSE,0.054911291,Overweight,-0.432757857,169,0.313432836,2
ADSK,AUTODESK INC,Information Technology,0.187177916,0.134283897,FALSE,FALSE,FALSE,0.052894019,Overweight,-0.416859664,170,0.315298507,2
IRM,IRON MOUNTAIN INC,Real Estate,0.094763473,0.042834396,FALSE,FALSE,FALSE,0.051929077,Overweight,-0.409254924,171,0.317164179,2
AMGN,AMGEN INC,Health Care,0.451064258,0.399853642,FALSE,FALSE,FALSE,0.051210616,Overweight,-0.403592702,172,0.319029851,2
EQT,EQT CORP,Energy,0.101042256,0.049991299,FALSE,FALSE,FALSE,0.051050957,Overweight,-0.40233443,173,0.320895522,2
CRM,SALESFORCE INC,Information Technology,0.525555499,0.474623869,FALSE,FALSE,FALSE,0.05093163,Overweight,-0.401394009,174,0.322761194,2
NEM,NEWMONT,Materials,0.160656649,0.110305364,FALSE,FALSE,FALSE,0.050351285,Overweight,-0.39682029,175,0.324626866,2
SPGI,S&P GLOBAL INC,Financials,0.395257229,0.344997204,FALSE,FALSE,FALSE,0.050260025,Overweight,-0.396101061,176,0.326492537,2
PAYC,PAYCOM SOFTWARE INC,Information Technology,0.103523519,0.053595059,FALSE,FALSE,FALSE,0.04992846,Overweight,-0.393487989,177,0.328358209,2
CLX,CLOROX,Consumer Staples,0.102002848,0.052271502,FALSE,FALSE,FALSE,0.049731347,Overweight,-0.39193453,178,0.330223881,2
DXCM,DEXCOM INC,Health Care,0.153563813,0.104498793,FALSE,FALSE,FALSE,0.04906502,Overweight,-0.386683186,179,0.332089552,2
ZBRA,ZEBRA TECHNOLOGIES CORP,Information Technology,0.094360154,0.045449953,FALSE,FALSE,FALSE,0.048910201,Overweight,-0.385463052,180,0.333955224,2
